payment_id,due_date,amount,currency,recipient,priority,category,account_from,description,can_be_delayed
PAY00236,2026-05-31,23292.01,USD,Bailey PLC,high,tax_payment,ACC007,Fully-configurable radical success,False
PAY00088,2026-05-31,24247.88,USD,Thomas-Jackson,low,bill_payment,ACC009,Configurable content-based knowledgebase,True
PAY00115,2026-05-31,24048.62,EUR,Williams PLC,normal,salary,ACC015,Ameliorated needs-based portal,True
PAY00438,2026-06-01,32167.69,GBP,Potts-Stevenson,normal,merchant_payout,ACC013,Polarized 3rdgeneration forecast,True
PAY00118,2026-06-01,380319.88,KZT,Richardson LLC,critical,salary,ACC009,Configurable clear-thinking service-desk,False
PAY00119,2026-06-01,272282.05,GBP,Ellis and Sons,critical,tax_payment,ACC005,Reduced upward-trending capability,False
PAY00286,2026-06-01,40123.06,KZT,"Townsend, King and Morrison",normal,bill_payment,ACC013,Persevering human-resource orchestration,True
PAY00413,2026-06-01,32560.97,KZT,Delacruz Inc,normal,partner_settlement,ACC008,Innovative dynamic secured line,True
PAY00179,2026-06-01,7190.21,USD,"Williams, Castro and Arnold",low,tax_payment,ACC006,Customer-focused didactic throughput,True
PAY00290,2026-06-01,255595.53,EUR,"Daniels, Carter and Brandt",critical,tax_payment,ACC009,Customizable 24hour workforce,False
PAY00067,2026-06-01,47365.78,EUR,"Harrison, Graham and Brewer",high,partner_settlement,ACC001,Open-source systematic budgetary management,False
PAY00180,2026-06-01,21486.88,GBP,Ward LLC,low,salary,ACC020,Assimilated upward-trending complexity,True
PAY00182,2026-06-01,52261.43,EUR,"Brown, Potter and Stephens",high,salary,ACC013,Networked multimedia approach,False
PAY00344,2026-06-01,19610.4,USD,"Payne, Lopez and Torres",low,partner_settlement,ACC010,Reduced dynamic encryption,True
PAY00391,2026-06-01,41563.8,KZT,Warner-Wright,normal,salary,ACC020,Virtual fresh-thinking core,True
PAY00197,2026-06-02,63052.57,EUR,Garza-Santiago,high,cashback,ACC015,De-engineered intangible parallelism,False
PAY00266,2026-06-02,30748.09,USD,"Jackson, Hamilton and Harrison",normal,bill_payment,ACC008,Polarized zero tolerance Graphical User Interface,True
PAY00427,2026-06-02,77815.86,USD,"Smith, Nicholson and Brown",critical,merchant_payout,ACC005,Inverse needs-based paradigm,False
PAY00303,2026-06-02,25817.97,KZT,"Perez, Hamilton and Stephens",normal,partner_settlement,ACC009,Total next generation system engine,True
PAY00355,2026-06-02,133065.88,EUR,"Powers, Johnson and Hammond",critical,merchant_payout,ACC004,Future-proofed neutral adapter,False
PAY00012,2026-06-02,8299.6,GBP,Lucas-Casey,normal,cashback,ACC001,Virtual next generation open architecture,True
PAY00084,2026-06-02,41791.01,USD,Gilmore-Gardner,normal,cashback,ACC001,Centralized systemic software,True
PAY00081,2026-06-02,68986.52,GBP,Jacobs-Rogers,high,tax_payment,ACC011,Proactive bandwidth-monitored workforce,False
PAY00164,2026-06-02,7506.55,USD,"Cohen, Castillo and Davis",normal,tax_payment,ACC007,Digitized high-level challenge,True
PAY00472,2026-06-02,12473.23,GBP,Graves-Gomez,high,cashback,ACC013,Streamlined leadingedge moderator,False
PAY00110,2026-06-02,35006.48,USD,Pratt Inc,normal,cashback,ACC016,Decentralized transitional matrices,True
PAY00154,2026-06-02,437643.67,GBP,"Walter, Arnold and Kelly",critical,cashback,ACC006,De-engineered non-volatile data-warehouse,False
PAY00470,2026-06-02,95279.74,GBP,Richard-Harris,high,bill_payment,ACC018,Business-focused composite process improvement,False
PAY00424,2026-06-02,438489.85,EUR,"Rogers, Brown and Phelps",critical,cashback,ACC006,Open-source holistic monitoring,False
PAY00080,2026-06-02,190362.76,USD,Evans-Mcguire,critical,partner_settlement,ACC011,Multi-channeled grid-enabled hardware,False
PAY00041,2026-06-02,24803.87,USD,Lee-Garcia,low,merchant_payout,ACC018,Innovative radical service-desk,True
PAY00014,2026-06-02,477394.34,KZT,Mueller Inc,critical,tax_payment,ACC014,Networked 6thgeneration flexibility,False
PAY00451,2026-06-02,41322.32,KZT,Case-Wright,normal,partner_settlement,ACC009,Front-line systemic encryption,True
PAY00406,2026-06-02,39103.48,EUR,Gomez-Mitchell,normal,merchant_payout,ACC016,Enhanced even-keeled access,True
PAY00357,2026-06-02,145328.71,KZT,Willis Inc,critical,bill_payment,ACC020,Self-enabling secondary knowledge user,False
PAY00042,2026-06-03,49884.53,KZT,Giles Inc,normal,bill_payment,ACC003,Future-proofed content-based model,True
PAY00297,2026-06-03,15976.65,USD,Alvarado Inc,high,merchant_payout,ACC020,Team-oriented asymmetric focus group,False
PAY00124,2026-06-03,454058.45,GBP,Kennedy LLC,critical,bill_payment,ACC020,Switchable 24/7 standardization,False
PAY00489,2026-06-03,77215.93,USD,Armstrong Group,high,bill_payment,ACC007,Organic empowering paradigm,False
PAY00123,2026-06-03,11954.0,USD,"Banks, Collins and Hunter",low,bill_payment,ACC009,Devolved radical focus group,True
PAY00133,2026-06-03,414519.16,KZT,Coleman Group,critical,salary,ACC003,Exclusive bi-directional ability,False
PAY00481,2026-06-03,58563.35,GBP,Davis-Saunders,high,tax_payment,ACC004,Balanced 3rdgeneration budgetary management,False
PAY00433,2026-06-03,95024.09,EUR,"Wheeler, Oliver and Newton",high,salary,ACC015,Expanded clear-thinking installation,False
PAY00167,2026-06-03,80750.31,KZT,Wilson-Mack,high,cashback,ACC006,Compatible analyzing info-mediaries,False
PAY00289,2026-06-03,13003.88,KZT,Palmer and Sons,normal,salary,ACC006,Cross-group actuating collaboration,True
PAY00404,2026-06-03,49436.62,USD,Tyler Group,low,bill_payment,ACC020,Right-sized web-enabled customer loyalty,True
PAY00261,2026-06-03,29395.96,GBP,"Nixon, Baker and Olson",high,salary,ACC015,Cloned grid-enabled approach,False
PAY00259,2026-06-03,44357.99,USD,Smith Ltd,normal,partner_settlement,ACC013,Persevering reciprocal monitoring,True
PAY00227,2026-06-03,338812.17,GBP,Rodgers-Nguyen,critical,merchant_payout,ACC012,Function-based zero administration synergy,False
PAY00170,2026-06-03,53190.91,GBP,Coleman PLC,high,partner_settlement,ACC013,De-engineered asynchronous intranet,False
PAY00443,2026-06-03,46475.82,GBP,Howard Group,high,merchant_payout,ACC003,Quality-focused neutral capacity,False
PAY00393,2026-06-03,12658.65,EUR,King Ltd,normal,cashback,ACC018,Front-line stable neural-net,True
PAY00498,2026-06-03,62704.86,USD,Walter-Boyd,high,cashback,ACC007,Virtual non-volatile contingency,False
PAY00299,2026-06-04,48348.0,EUR,Moore PLC,normal,partner_settlement,ACC002,Assimilated directional Graphical User Interface,True
PAY00062,2026-06-04,33567.88,GBP,"Nguyen, Thompson and Mckinney",normal,partner_settlement,ACC007,Customizable optimal forecast,True
PAY00414,2026-06-04,40594.34,KZT,Ford-Welch,normal,tax_payment,ACC014,Fully-configurable holistic matrices,True
PAY00348,2026-06-04,4999.22,KZT,"Johnson, Martin and Rasmussen",normal,merchant_payout,ACC009,Right-sized national success,True
PAY00368,2026-06-04,2447.0,GBP,Hood Group,normal,partner_settlement,ACC017,Advanced foreground open system,True
PAY00418,2026-06-04,38353.63,KZT,White-Henry,high,cashback,ACC019,Business-focused well-modulated forecast,False
PAY00356,2026-06-04,388365.06,USD,"Brown, Jones and Williams",critical,partner_settlement,ACC014,Up-sized zero administration focus group,False
PAY00109,2026-06-04,460849.03,EUR,Baker-Diaz,critical,cashback,ACC014,Centralized user-facing service-desk,False
PAY00058,2026-06-04,50349.99,GBP,Davila and Sons,high,merchant_payout,ACC018,Streamlined mobile protocol,False
PAY00276,2026-06-04,3532.82,KZT,Moore PLC,normal,tax_payment,ACC012,Right-sized reciprocal budgetary management,True
PAY00199,2026-06-04,296981.68,GBP,"Hanson, Rivera and Townsend",critical,tax_payment,ACC001,Integrated solution-oriented throughput,False
PAY00258,2026-06-04,38933.18,EUR,Taylor and Sons,normal,merchant_payout,ACC006,Multi-channeled leadingedge array,True
PAY00244,2026-06-04,22011.61,EUR,"Peters, Potts and Cardenas",normal,bill_payment,ACC019,User-friendly contextually-based instruction set,True
PAY00449,2026-06-04,91015.03,EUR,"Chaney, Baker and Forbes",high,cashback,ACC012,Ergonomic leadingedge productivity,False
PAY00454,2026-06-04,22339.31,KZT,Rollins-Jones,normal,cashback,ACC004,Virtual contextually-based migration,True
PAY00488,2026-06-04,70051.3,KZT,Mcdonald-Aguilar,high,bill_payment,ACC001,Expanded methodical protocol,False
PAY00475,2026-06-04,1183.58,EUR,Wilkinson and Sons,normal,merchant_payout,ACC014,Future-proofed tertiary complexity,True
PAY00476,2026-06-04,7302.83,GBP,Lane-Price,low,cashback,ACC019,Seamless dynamic leverage,True
PAY00279,2026-06-04,214893.75,USD,"Cameron, Mcdonald and Hall",critical,merchant_payout,ACC010,Sharable interactive Internet solution,False
PAY00229,2026-06-04,87836.72,KZT,Harmon-Lawrence,high,merchant_payout,ACC002,Digitized regional Local Area Network,False
PAY00423,2026-06-04,29813.51,GBP,"Davidson, Perry and Romero",normal,salary,ACC016,Digitized optimal projection,True
PAY00018,2026-06-05,19769.79,KZT,"Moore, Jackson and Waller",normal,tax_payment,ACC015,Object-based exuding data-warehouse,True
PAY00447,2026-06-05,37333.76,USD,Williams Inc,high,tax_payment,ACC018,Robust tangible structure,False
PAY00147,2026-06-05,85259.34,USD,"Torres, Andrews and Parker",high,merchant_payout,ACC012,Re-contextualized global productivity,False
PAY00457,2026-06-05,99444.44,KZT,Hill PLC,high,tax_payment,ACC012,Open-architected dedicated groupware,False
PAY00052,2026-06-05,49011.26,GBP,Lee-Raymond,normal,salary,ACC008,Expanded reciprocal budgetary management,True
PAY00317,2026-06-05,15425.34,EUR,Doyle Group,normal,partner_settlement,ACC009,Optimized regional parallelism,True
PAY00464,2026-06-05,93842.05,KZT,Jones-Beasley,high,partner_settlement,ACC013,Enhanced national throughput,False
PAY00313,2026-06-05,2995.73,GBP,Walker-George,normal,tax_payment,ACC017,Stand-alone disintermediate capability,True
PAY00446,2026-06-05,150409.11,EUR,Taylor Ltd,critical,tax_payment,ACC018,Programmable directional utilization,False
PAY00178,2026-06-05,48120.29,USD,Nelson-Schultz,normal,cashback,ACC013,Persevering 24/7 functionalities,True
PAY00367,2026-06-05,55100.76,EUR,"Sandoval, Mitchell and Williams",high,cashback,ACC012,Robust web-enabled architecture,False
PAY00257,2026-06-05,27912.15,GBP,Lutz LLC,low,partner_settlement,ACC014,Extended zero tolerance system engine,True
PAY00280,2026-06-05,25778.01,EUR,Anderson-Banks,high,bill_payment,ACC003,Cloned clear-thinking challenge,False
PAY00260,2026-06-05,49231.79,GBP,"Jones, Cain and Bennett",normal,merchant_payout,ACC012,Adaptive asynchronous encryption,True
PAY00160,2026-06-05,6092.41,KZT,Larson Ltd,normal,partner_settlement,ACC004,Cloned methodical methodology,True
PAY00376,2026-06-05,43624.97,KZT,Guzman Group,normal,cashback,ACC007,Managed transitional orchestration,True
PAY00070,2026-06-05,43635.13,EUR,Cohen Ltd,low,bill_payment,ACC009,Operative responsive orchestration,True
PAY00218,2026-06-05,64308.94,USD,Ward Group,high,bill_payment,ACC016,Synergistic system-worthy parallelism,False
PAY00495,2026-06-05,112993.95,GBP,Dudley-Buck,critical,salary,ACC006,Cross-platform stable archive,False
PAY00398,2026-06-06,43614.26,GBP,"Contreras, Novak and Davis",high,partner_settlement,ACC009,Progressive responsive initiative,False
PAY00231,2026-06-06,34556.74,KZT,Anderson and Sons,low,cashback,ACC008,Triple-buffered bandwidth-monitored capability,True
PAY00099,2026-06-06,41547.04,USD,Williams-Obrien,low,cashback,ACC012,Multi-channeled responsive hardware,True
PAY00176,2026-06-06,22042.94,GBP,"Wright, Smith and Sawyer",low,bill_payment,ACC018,Persistent exuding moderator,True
PAY00402,2026-06-06,35586.98,KZT,Gonzalez Inc,low,merchant_payout,ACC002,Future-proofed encompassing installation,True
PAY00149,2026-06-06,20232.27,EUR,Robbins LLC,low,tax_payment,ACC018,Object-based needs-based Graphical User Interface,True
PAY00253,2026-06-06,132239.06,GBP,Moses-Wong,critical,partner_settlement,ACC002,Public-key discrete open system,False
PAY00263,2026-06-06,52858.75,EUR,Lucas-Young,high,cashback,ACC018,Digitized dynamic emulation,False
PAY00486,2026-06-06,93042.91,KZT,Brown Group,high,bill_payment,ACC005,Down-sized composite ability,False
PAY00187,2026-06-06,18617.14,EUR,Neal PLC,low,cashback,ACC020,Upgradable regional project,True
PAY00490,2026-06-06,255959.48,GBP,"Olson, Baker and Hodges",critical,merchant_payout,ACC007,Secured modular Internet solution,False
PAY00107,2026-06-06,35505.65,GBP,Roberts PLC,low,partner_settlement,ACC003,Pre-emptive dedicated support,True
PAY00111,2026-06-06,194778.05,GBP,Sims Inc,critical,bill_payment,ACC012,Focused didactic product,False
PAY00459,2026-06-06,41774.28,EUR,"Woods, Tucker and Lawrence",low,tax_payment,ACC014,Multi-channeled 4thgeneration support,True
PAY00158,2026-06-06,429174.55,KZT,"Silva, Williamson and Wade",critical,tax_payment,ACC002,Cross-platform empowering system engine,False
PAY00034,2026-06-06,35352.68,GBP,Castro-Rasmussen,normal,cashback,ACC003,Open-source modular pricing structure,True
PAY00072,2026-06-07,42963.67,USD,Cross LLC,low,partner_settlement,ACC014,Switchable web-enabled support,True
PAY00467,2026-06-07,34526.73,KZT,Cook-Martinez,normal,bill_payment,ACC009,Exclusive local groupware,True
PAY00057,2026-06-07,48861.92,EUR,"Burnett, Walsh and Briggs",normal,cashback,ACC003,Function-based secondary function,True
PAY00400,2026-06-07,56592.0,EUR,Smith-Steele,high,bill_payment,ACC014,Public-key needs-based encoding,False
PAY00100,2026-06-07,302114.29,EUR,Case LLC,critical,tax_payment,ACC018,Reverse-engineered bandwidth-monitored challenge,False
PAY00291,2026-06-07,462418.6,EUR,"Mitchell, Sanchez and Gaines",critical,tax_payment,ACC013,Multi-channeled incremental interface,False
PAY00028,2026-06-07,58299.61,GBP,Harris Inc,high,partner_settlement,ACC020,Multi-lateral global website,False
PAY00255,2026-06-07,16582.17,KZT,Strong PLC,normal,cashback,ACC006,Extended coherent portal,True
PAY00440,2026-06-07,34045.89,USD,"Garcia, Monroe and Patterson",normal,cashback,ACC011,Secured reciprocal success,True
PAY00304,2026-06-07,76986.17,KZT,"Vang, Stewart and Eaton",high,merchant_payout,ACC006,Phased didactic leverage,False
PAY00497,2026-06-07,57935.38,USD,"Oneal, May and Newton",high,tax_payment,ACC010,Re-contextualized directional focus group,False
PAY00434,2026-06-07,964.86,USD,Baird-Horn,normal,tax_payment,ACC009,Versatile heuristic Internet solution,True
PAY00039,2026-06-07,33904.08,EUR,"Nguyen, Estes and Mack",normal,salary,ACC018,Compatible actuating solution,True
PAY00097,2026-06-07,45818.51,GBP,Olson PLC,normal,partner_settlement,ACC011,Robust didactic Graphic Interface,True
PAY00171,2026-06-08,61336.7,USD,Gonzalez-Johnson,high,bill_payment,ACC003,Progressive systemic data-warehouse,False
PAY00363,2026-06-08,36706.24,KZT,Walker-Riddle,normal,merchant_payout,ACC005,Integrated coherent strategy,True
PAY00364,2026-06-08,193324.16,EUR,Ortega-Cruz,critical,salary,ACC019,Monitored actuating orchestration,False
PAY00075,2026-06-08,41601.73,GBP,Sosa Inc,high,tax_payment,ACC015,User-centric tangible Local Area Network,False
PAY00455,2026-06-08,17926.54,KZT,Fuentes-Jones,normal,tax_payment,ACC001,Polarized client-driven synergy,True
PAY00375,2026-06-08,53953.94,EUR,"Washington, Lynch and Scott",critical,bill_payment,ACC006,Right-sized systemic Internet solution,False
PAY00207,2026-06-08,30866.36,USD,Sanchez-Nicholson,normal,tax_payment,ACC010,Multi-channeled stable middleware,True
PAY00390,2026-06-08,36356.66,KZT,Murillo-Johnson,low,cashback,ACC005,Customizable asymmetric synergy,True
PAY00061,2026-06-08,42040.18,KZT,Wall LLC,normal,bill_payment,ACC016,Synergized heuristic solution,True
PAY00328,2026-06-08,18116.12,EUR,"Parker, Barrett and Owen",high,partner_settlement,ACC004,Public-key neutral monitoring,False
PAY00325,2026-06-08,24291.91,USD,"Powers, Henry and Mckinney",high,cashback,ACC007,Adaptive 6thgeneration service-desk,False
PAY00250,2026-06-08,23331.21,KZT,Collins-Bowman,low,merchant_payout,ACC005,Quality-focused motivating artificial intelligence,True
PAY00442,2026-06-08,155.96,USD,Patel LLC,normal,cashback,ACC019,Balanced didactic architecture,True
PAY00265,2026-06-08,99067.18,EUR,Diaz Group,high,tax_payment,ACC005,Compatible uniform hierarchy,False
PAY00436,2026-06-08,13346.87,EUR,"Esparza, Hawkins and Cook",low,bill_payment,ACC018,Open-architected intermediate circuit,True
PAY00419,2026-06-08,55835.41,USD,Evans Inc,high,salary,ACC005,Persevering modular neural-net,False
PAY00071,2026-06-09,35860.09,KZT,"Carpenter, Martin and Ramos",normal,bill_payment,ACC016,Total client-driven intranet,True
PAY00064,2026-06-09,41504.77,GBP,"Jones, Koch and Johnson",normal,salary,ACC012,Advanced human-resource emulation,True
PAY00055,2026-06-09,2625.63,KZT,"Hoffman, Evans and Lee",normal,cashback,ACC004,Fundamental eco-centric application,True
PAY00377,2026-06-09,489064.36,GBP,Vasquez-Ali,critical,salary,ACC001,Stand-alone 4thgeneration matrices,False
PAY00482,2026-06-09,24802.13,KZT,Luna and Sons,normal,bill_payment,ACC015,Total systemic analyzer,True
PAY00420,2026-06-09,461177.24,KZT,Morales-Cunningham,critical,cashback,ACC019,Intuitive well-modulated matrix,False
PAY00098,2026-06-09,98101.32,EUR,Rojas LLC,high,salary,ACC007,Object-based intermediate budgetary management,False
PAY00093,2026-06-09,37983.04,EUR,Dennis and Sons,high,partner_settlement,ACC002,Reverse-engineered methodical knowledge user,False
PAY00300,2026-06-09,69120.38,USD,Wagner-Lopez,high,salary,ACC005,Polarized interactive productivity,False
PAY00096,2026-06-09,493319.43,GBP,Jackson Ltd,critical,cashback,ACC017,Enterprise-wide full-range methodology,False
PAY00346,2026-06-09,29701.22,EUR,Johnson-Dean,normal,merchant_payout,ACC010,Phased cohesive help-desk,True
PAY00156,2026-06-09,28715.43,GBP,Simmons LLC,low,tax_payment,ACC005,Switchable maximized parallelism,True
PAY00186,2026-06-09,73913.47,KZT,Reed-Garcia,high,tax_payment,ACC006,Persevering human-resource ability,False
PAY00322,2026-06-09,28692.62,EUR,Donovan PLC,low,partner_settlement,ACC015,Monitored needs-based challenge,True
PAY00338,2026-06-09,44960.71,USD,"Green, Evans and Gutierrez",normal,partner_settlement,ACC015,Seamless motivating infrastructure,True
PAY00336,2026-06-09,34371.36,KZT,Rodriguez-Graves,normal,bill_payment,ACC003,Switchable transitional application,True
PAY00217,2026-06-09,48792.13,USD,Norris-Buck,high,partner_settlement,ACC018,Centralized hybrid model,False
PAY00248,2026-06-09,37708.31,EUR,"Villarreal, Wu and Patel",high,partner_settlement,ACC019,Synergized human-resource monitoring,False
PAY00193,2026-06-09,136465.1,GBP,"Simpson, Taylor and Mahoney",critical,tax_payment,ACC020,Diverse 3rdgeneration support,False
PAY00221,2026-06-09,39795.88,KZT,Miller Ltd,high,cashback,ACC019,Profit-focused cohesive benchmark,False
PAY00134,2026-06-09,67866.38,KZT,"Parrish, Kim and Mcdonald",high,partner_settlement,ACC019,Automated disintermediate data-warehouse,False
PAY00499,2026-06-10,9623.68,KZT,Cabrera-Gomez,low,merchant_payout,ACC007,Synergized hybrid knowledge user,True
PAY00009,2026-06-10,37590.59,KZT,Ali-Franco,normal,bill_payment,ACC009,Monitored local database,True
PAY00106,2026-06-10,88746.0,EUR,Pugh Inc,high,salary,ACC001,Configurable interactive moratorium,False
PAY00294,2026-06-10,7354.12,GBP,"Estrada, Johnson and Jefferson",normal,bill_payment,ACC012,Face-to-face dynamic solution,True
PAY00196,2026-06-10,3276.92,KZT,Trujillo Inc,normal,merchant_payout,ACC015,Cloned attitude-oriented matrices,True
PAY00103,2026-06-10,47381.71,USD,"Erickson, Horton and Porter",normal,partner_settlement,ACC012,Diverse empowering framework,True
PAY00203,2026-06-10,51696.13,EUR,"Gay, Williams and Green",high,partner_settlement,ACC017,Cross-group regional project,False
PAY00439,2026-06-10,1408.02,EUR,Kim-Garcia,normal,salary,ACC018,Horizontal executive Internet solution,True
PAY00262,2026-06-10,6237.58,EUR,Navarro and Sons,low,salary,ACC003,Face-to-face system-worthy secured line,True
PAY00372,2026-06-10,372627.46,EUR,"Bell, Thompson and Hughes",critical,salary,ACC020,Switchable hybrid analyzer,False
PAY00369,2026-06-10,42999.26,USD,"Logan, Hansen and Norris",normal,cashback,ACC016,Switchable full-range matrix,True
PAY00004,2026-06-10,18151.14,KZT,Jones-Blevins,normal,tax_payment,ACC008,Future-proofed even-keeled website,True
PAY00224,2026-06-10,337902.01,GBP,Hall Ltd,critical,partner_settlement,ACC017,Adaptive background circuit,False
PAY00019,2026-06-10,24767.15,EUR,Tucker-Mathis,low,cashback,ACC019,Synergized asynchronous customer loyalty,True
PAY00241,2026-06-10,30343.4,EUR,Stevenson Group,low,merchant_payout,ACC005,Polarized zero-defect service-desk,True
PAY00456,2026-06-10,60462.43,USD,Bautista PLC,high,partner_settlement,ACC008,Re-engineered well-modulated strategy,False
PAY00226,2026-06-10,370402.34,GBP,"Garza, Hill and Thompson",critical,salary,ACC010,Managed empowering projection,False
PAY00148,2026-06-11,44805.07,GBP,Baker Group,high,tax_payment,ACC008,Business-focused user-facing budgetary management,False
PAY00128,2026-06-11,442760.31,KZT,"Hines, Schwartz and Mccoy",critical,bill_payment,ACC016,Self-enabling needs-based leverage,False
PAY00145,2026-06-11,45395.06,EUR,Ramirez-Tanner,high,cashback,ACC016,Sharable bifurcated utilization,False
PAY00130,2026-06-11,44834.21,USD,"Wright, Chavez and Mason",normal,bill_payment,ACC010,De-engineered eco-centric productivity,True
PAY00166,2026-06-11,48334.0,USD,"Long, Klein and Henderson",low,salary,ACC013,Diverse interactive structure,True
PAY00030,2026-06-11,33766.35,GBP,"Cochran, Anderson and Ortiz",normal,salary,ACC011,Object-based systemic workforce,True
PAY00432,2026-06-11,132099.74,EUR,"Chapman, Smith and Fields",critical,merchant_payout,ACC015,Optional next generation intranet,False
PAY00214,2026-06-11,40905.13,USD,Holmes-Jackson,normal,cashback,ACC017,Fundamental actuating function,True
PAY00129,2026-06-11,24692.79,USD,"Price, Meza and Harper",normal,salary,ACC007,Object-based discrete migration,True
PAY00267,2026-06-11,65739.38,KZT,Solis-Robertson,high,tax_payment,ACC018,Adaptive encompassing time-frame,False
PAY00204,2026-06-11,11147.6,USD,"Carson, Jarvis and Higgins",normal,cashback,ACC008,Exclusive bi-directional emulation,True
PAY00235,2026-06-11,328406.56,GBP,"Lopez, Miller and Graves",critical,partner_settlement,ACC004,Re-engineered intangible emulation,False
PAY00190,2026-06-11,167034.97,USD,Reed Inc,critical,cashback,ACC011,Enterprise-wide transitional artificial intelligence,False
PAY00351,2026-06-11,34338.42,USD,"King, Powers and Robinson",normal,tax_payment,ACC015,Persevering multimedia open system,True
PAY00337,2026-06-11,25640.6,USD,Ramirez-Wong,low,cashback,ACC020,Fully-configurable user-facing focus group,True
PAY00326,2026-06-11,17827.5,EUR,Case-Jones,normal,bill_payment,ACC011,Multi-lateral solution-oriented orchestration,True
PAY00353,2026-06-11,43021.31,KZT,Collier-Johnson,normal,merchant_payout,ACC014,Team-oriented fault-tolerant archive,True
PAY00173,2026-06-12,33213.57,GBP,Smith-Smith,low,merchant_payout,ACC009,Grass-roots secondary open architecture,True
PAY00247,2026-06-12,25847.75,KZT,Campbell-Moore,normal,partner_settlement,ACC004,Profit-focused actuating flexibility,True
PAY00342,2026-06-12,19854.48,EUR,"Hubbard, Phillips and Campos",high,salary,ACC009,Ergonomic explicit initiative,False
PAY00331,2026-06-12,371404.27,KZT,"Nunez, Quinn and Martinez",critical,bill_payment,ACC003,Networked real-time application,False
PAY00086,2026-06-12,437046.88,KZT,Wallace and Sons,critical,tax_payment,ACC016,Face-to-face context-sensitive open architecture,False
PAY00211,2026-06-12,71424.33,KZT,Jones and Sons,high,partner_settlement,ACC009,Virtual stable frame,False
PAY00082,2026-06-12,369568.31,EUR,Wells Ltd,critical,tax_payment,ACC016,Managed encompassing infrastructure,False
PAY00425,2026-06-12,56328.33,EUR,Garrett-Durham,high,salary,ACC014,Integrated content-based extranet,False
PAY00324,2026-06-12,10166.15,EUR,Gilbert Inc,normal,salary,ACC008,Reactive background instruction set,True
PAY00104,2026-06-12,5902.39,EUR,Park-Lee,normal,partner_settlement,ACC014,Object-based intangible contingency,True
PAY00205,2026-06-12,10115.77,GBP,Rodriguez-Lawson,low,partner_settlement,ACC008,Customizable optimizing ability,True
PAY00121,2026-06-12,36700.61,KZT,Green-Herrera,normal,bill_payment,ACC019,Future-proofed global access,True
PAY00008,2026-06-12,35039.88,USD,"Perry, Johnson and Pollard",high,tax_payment,ACC014,Polarized high-level solution,False
PAY00117,2026-06-12,71425.93,EUR,"Clark, Wang and Lewis",high,merchant_payout,ACC005,Devolved homogeneous firmware,False
PAY00361,2026-06-12,23305.95,KZT,Hunter Ltd,high,merchant_payout,ACC011,Configurable multimedia hardware,False
PAY00493,2026-06-12,38459.68,EUR,Paul Inc,high,merchant_payout,ACC009,Devolved system-worthy service-desk,False
PAY00223,2026-06-13,33942.86,EUR,Meyers Ltd,high,cashback,ACC016,Multi-channeled scalable circuit,False
PAY00185,2026-06-13,33425.23,USD,Conway Inc,high,merchant_payout,ACC016,Optimized context-sensitive instruction set,False
PAY00384,2026-06-13,61535.53,KZT,Taylor-Holland,high,tax_payment,ACC010,Automated bottom-line open system,False
PAY00246,2026-06-13,55647.08,GBP,Herrera-Murray,high,merchant_payout,ACC010,Open-source background synergy,False
PAY00001,2026-06-13,31695.31,KZT,"Stewart, Mitchell and Clark",normal,merchant_payout,ACC016,De-engineered tertiary benchmark,True
PAY00310,2026-06-13,12414.33,USD,Gamble Ltd,normal,tax_payment,ACC010,Monitored asynchronous concept,True
PAY00389,2026-06-13,233375.76,EUR,Farrell Inc,critical,cashback,ACC018,Streamlined eco-centric infrastructure,False
PAY00264,2026-06-13,55052.21,USD,Jones Ltd,critical,partner_settlement,ACC017,Front-line fresh-thinking budgetary management,False
PAY00169,2026-06-13,2181.45,USD,Barrett Inc,normal,salary,ACC019,Down-sized fresh-thinking monitoring,True
PAY00269,2026-06-13,432597.48,KZT,Phillips-Thompson,critical,tax_payment,ACC018,Reduced exuding installation,False
PAY00399,2026-06-13,157100.8,KZT,Johnson LLC,critical,bill_payment,ACC006,Vision-oriented asynchronous matrices,False
PAY00429,2026-06-13,168890.8,USD,Welch-Martinez,critical,bill_payment,ACC014,Face-to-face high-level core,False
PAY00403,2026-06-13,240836.52,KZT,Vaughn PLC,critical,tax_payment,ACC015,Multi-lateral modular encoding,False
PAY00194,2026-06-13,39042.33,USD,Skinner-Juarez,low,bill_payment,ACC002,Grass-roots intermediate website,True
PAY00471,2026-06-13,2799.16,GBP,"Lewis, Hernandez and Contreras",normal,salary,ACC017,Polarized value-added complexity,True
PAY00191,2026-06-13,8651.26,GBP,Bowen-Jackson,low,partner_settlement,ACC007,Mandatory value-added secured line,True
PAY00213,2026-06-14,66841.83,USD,Adams Inc,high,merchant_payout,ACC007,Decentralized maximized access,False
PAY00477,2026-06-14,116332.68,GBP,Oconnell-Martinez,critical,cashback,ACC018,Reactive multi-state capability,False
PAY00232,2026-06-14,34180.19,GBP,Swanson and Sons,high,merchant_payout,ACC020,Phased optimizing benchmark,False
PAY00078,2026-06-14,231822.61,USD,"Johnson, Nichols and Sims",critical,merchant_payout,ACC012,Multi-layered content-based emulation,False
PAY00153,2026-06-14,314139.43,EUR,Hill Ltd,critical,salary,ACC013,Organic coherent database,False
PAY00365,2026-06-14,16263.62,GBP,"Robinson, Contreras and Jones",high,bill_payment,ACC007,Object-based stable installation,False
