transaction_id,datetime,type,amount,currency,account_id,payment_system,delay_days,category,status,direction,counterparty,description
TXN00098051,2025-11-30 16:12:18,partner_payment,408.6,USD,ACC010,CARD_CLEARING,3,client_transfer,completed,outflow,Harrington LLC,architect global architectures
TXN00079113,2025-11-30 16:16:18,card_payment,808.97,GBP,ACC010,CARD_CLEARING,4,client_transfer,completed,outflow,"Hartman, Austin and Williams",architect end-to-end platforms
TXN00064996,2025-11-30 16:18:18,deposit,228.15,USD,ACC018,SEPA,1,merchant_payment,completed,inflow,Peters Ltd,repurpose 24/365 eyeballs
TXN00023033,2025-11-30 16:19:18,transfer,880.03,USD,ACC010,SWIFT,3,merchant_payment,completed,inflow,Sawyer-Willis,transition open-source users
TXN00050183,2025-11-30 16:25:18,merchant_settlement,50185.95,EUR,ACC010,SEPA,1,salary,completed,outflow,"Gonzalez, Berry and Daniels",iterate frictionless communities
TXN00021539,2025-11-30 16:30:18,partner_payment,1112.28,EUR,ACC008,CARD_CLEARING,5,bill_payment,completed,outflow,Santiago-Miller,aggregate end-to-end ROI
TXN00060108,2025-11-30 16:30:18,partner_payment,853.34,USD,ACC004,INSTANT,0,partner_transfer,processing,outflow,Rodriguez-Ball,transform front-end schemas
TXN00049556,2025-11-30 16:34:18,cashback_payout,455.16,GBP,ACC010,SEPA,1,cashback,completed,outflow,"Mclaughlin, Jones and Cordova",morph cross-media niches
TXN00088085,2025-11-30 16:47:18,card_payment,990.57,GBP,ACC016,ACH,1,merchant_payment,completed,outflow,"Hensley, Johnson and Lawrence",envisioneer viral paradigms
TXN00011024,2025-11-30 16:48:18,withdrawal,534.1,USD,ACC004,ACH,1,bill_payment,completed,outflow,Spencer PLC,reinvent killer channels
TXN00005119,2025-11-30 16:49:18,cashback_payout,389.83,GBP,ACC008,SWIFT,2,bill_payment,processing,outflow,Rojas-Payne,exploit mission-critical eyeballs
TXN00005419,2025-11-30 16:53:18,card_payment,6527.91,KZT,ACC008,SEPA,1,cashback,completed,outflow,"Myers, Arias and Cruz",syndicate transparent portals
TXN00030262,2025-11-30 17:02:18,withdrawal,229.77,EUR,ACC008,CARD_CLEARING,3,client_transfer,completed,outflow,Ford Group,whiteboard virtual platforms
TXN00066136,2025-11-30 17:11:18,deposit,90.22,KZT,ACC016,CARD_CLEARING,5,cashback,completed,inflow,"Watkins, Moody and Garrett",unleash enterprise e-tailers
TXN00014705,2025-11-30 17:14:18,card_payment,752.06,EUR,ACC015,SWIFT,2,partner_transfer,completed,outflow,Hester-Pennington,streamline B2C e-commerce
TXN00076442,2025-11-30 17:19:18,transfer,178.18,EUR,ACC010,SWIFT,3,cashback,completed,inflow,Morris-Roth,envisioneer clicks-and-mortar relationships
TXN00040068,2025-11-30 17:22:18,partner_payment,7709.68,USD,ACC016,SEPA,1,partner_transfer,completed,outflow,White PLC,enable global portals
TXN00076390,2025-11-30 17:24:18,merchant_settlement,17278.22,USD,ACC002,SWIFT,3,client_transfer,completed,outflow,Lewis-Morgan,matrix wireless systems
TXN00023982,2025-11-30 17:24:18,partner_payment,361.09,KZT,ACC009,SWIFT,2,merchant_payment,completed,outflow,Gibson-Garrison,e-enable viral schemas
TXN00064551,2025-11-30 17:27:18,transfer,1120.38,EUR,ACC015,SWIFT,2,salary,completed,inflow,Sanchez Ltd,grow 24/365 communities
TXN00096010,2025-11-30 17:33:18,withdrawal,12161.18,USD,ACC013,SWIFT,3,partner_transfer,processing,outflow,Hamilton-Garcia,transform integrated niches
TXN00040531,2025-11-30 17:45:18,partner_payment,177.66,EUR,ACC020,SEPA,1,client_transfer,pending,outflow,Fletcher-Greene,extend front-end mindshare
TXN00001484,2025-11-30 17:46:18,card_payment,388.18,KZT,ACC014,CARD_CLEARING,3,merchant_payment,completed,outflow,Davis-Carson,incentivize seamless e-tailers
TXN00025283,2025-11-30 17:51:18,partner_payment,2135.21,USD,ACC010,SEPA,1,client_transfer,completed,outflow,"English, White and Mills",target collaborative action-items
TXN00092099,2025-11-30 17:53:18,card_payment,102.24,USD,ACC007,SWIFT,2,cashback,completed,outflow,Bullock PLC,strategize one-to-one solutions
TXN00060383,2025-11-30 17:55:18,cashback_payout,193.66,KZT,ACC020,CARD_CLEARING,5,client_transfer,completed,outflow,Carr-Walker,re-contextualize front-end info-mediaries
TXN00007440,2025-11-30 17:58:18,transfer,717.88,EUR,ACC005,SEPA,1,partner_transfer,completed,inflow,Jennings-Le,streamline next-generation markets
TXN00029050,2025-11-30 18:03:18,withdrawal,708.19,USD,ACC018,INSTANT,0,client_transfer,completed,outflow,Ward LLC,maximize magnetic systems
TXN00078907,2025-11-30 18:05:18,partner_payment,51.14,EUR,ACC014,INSTANT,0,partner_transfer,completed,outflow,Key-Lynn,iterate integrated technologies
TXN00088653,2025-11-30 18:08:18,transfer,640.81,USD,ACC004,ACH,1,cashback,completed,inflow,Conway Inc,scale cutting-edge relationships
TXN00059350,2025-11-30 18:22:18,merchant_settlement,33552.73,GBP,ACC007,INSTANT,0,cashback,completed,outflow,Nelson Group,strategize virtual deliverables
TXN00041942,2025-11-30 18:23:18,transfer,2176.88,USD,ACC010,CARD_CLEARING,5,client_transfer,completed,inflow,"Reilly, Hernandez and Thomas",engage e-business solutions
TXN00099943,2025-11-30 18:23:18,cashback_payout,171.71,KZT,ACC012,CARD_CLEARING,5,merchant_payment,completed,outflow,Anderson-Marshall,deliver customized niches
TXN00000528,2025-11-30 18:26:18,deposit,10.16,USD,ACC015,SEPA,1,client_transfer,completed,inflow,Yates-Marquez,evolve real-time eyeballs
TXN00012959,2025-11-30 18:30:18,merchant_settlement,53650.33,GBP,ACC005,SEPA,1,bill_payment,completed,outflow,White-Johnson,monetize mission-critical communities
TXN00047486,2025-11-30 18:31:18,partner_payment,2397.35,USD,ACC012,SWIFT,3,salary,completed,outflow,Rogers Inc,orchestrate visionary technologies
TXN00074102,2025-11-30 18:40:18,cashback_payout,389.37,GBP,ACC002,CARD_CLEARING,3,client_transfer,completed,outflow,"Bowman, Hayes and Ryan",harness leading-edge deliverables
TXN00051619,2025-11-30 18:41:18,deposit,4269.23,EUR,ACC004,INSTANT,0,cashback,completed,inflow,Walker-Gray,whiteboard extensible infrastructures
TXN00003696,2025-11-30 18:45:18,deposit,1338.3,EUR,ACC008,ACH,1,bill_payment,completed,inflow,Fernandez-Hughes,engineer end-to-end e-tailers
TXN00020529,2025-11-30 18:51:18,transfer,91.57,KZT,ACC014,ACH,1,cashback,completed,inflow,Nelson-Arnold,productize real-time communities
TXN00091756,2025-11-30 18:52:18,merchant_settlement,77400.57,GBP,ACC010,SEPA,1,client_transfer,completed,outflow,Wall and Sons,integrate dot-com solutions
TXN00061454,2025-11-30 18:54:18,merchant_settlement,65047.58,KZT,ACC017,CARD_CLEARING,3,salary,completed,outflow,Miles Group,target rich info-mediaries
TXN00082301,2025-11-30 18:58:18,deposit,2661.35,KZT,ACC004,SEPA,1,salary,completed,inflow,"Blackwell, Jones and Blevins",enable synergistic synergies
TXN00057592,2025-11-30 19:02:18,cashback_payout,5.61,GBP,ACC001,SEPA,1,cashback,completed,outflow,"Johnston, Lozano and Richmond",seize B2C vortals
TXN00015886,2025-11-30 19:07:18,cashback_payout,394.01,GBP,ACC013,SEPA,1,salary,completed,outflow,Cain LLC,visualize leading-edge portals
TXN00057150,2025-11-30 19:08:18,cashback_payout,372.84,GBP,ACC005,CARD_CLEARING,5,client_transfer,completed,outflow,Price-Lopez,generate 24/365 channels
TXN00052341,2025-11-30 19:11:18,cashback_payout,226.45,EUR,ACC015,ACH,1,client_transfer,completed,outflow,Miller-Lopez,enhance wireless content
TXN00019348,2025-11-30 19:22:18,card_payment,186.94,KZT,ACC020,SEPA,1,bill_payment,completed,outflow,"Pitts, Smith and Johnson",re-contextualize value-added systems
TXN00045262,2025-11-30 19:29:18,merchant_settlement,98946.09,GBP,ACC015,SWIFT,2,cashback,completed,outflow,"Summers, Rollins and Brown",grow seamless ROI
TXN00069528,2025-11-30 19:33:18,merchant_settlement,34044.31,EUR,ACC010,ACH,1,merchant_payment,completed,outflow,"Mcguire, Vazquez and Blanchard",incubate leading-edge partnerships
TXN00044050,2025-11-30 19:38:18,card_payment,457.35,GBP,ACC006,INSTANT,0,bill_payment,completed,outflow,Edwards-Bowman,facilitate one-to-one supply-chains
TXN00041373,2025-11-30 19:43:18,cashback_payout,9.96,GBP,ACC002,ACH,1,merchant_payment,completed,outflow,Johnson-Pugh,target holistic applications
TXN00029371,2025-11-30 19:48:18,card_payment,4069.56,EUR,ACC004,CARD_CLEARING,3,bill_payment,completed,outflow,Brock-Brock,extend proactive action-items
TXN00022920,2025-11-30 19:58:18,cashback_payout,432.52,KZT,ACC012,CARD_CLEARING,3,salary,completed,outflow,"Singleton, Rivers and Roberts",leverage turn-key schemas
TXN00052136,2025-11-30 20:02:18,card_payment,1166.01,USD,ACC004,CARD_CLEARING,5,merchant_payment,completed,outflow,Garrett-Sanders,aggregate next-generation users
TXN00025421,2025-11-30 20:04:18,merchant_settlement,75734.77,USD,ACC004,INSTANT,0,merchant_payment,completed,outflow,Kelly LLC,transition holistic infrastructures
TXN00033979,2025-11-30 20:10:18,deposit,110.51,KZT,ACC015,SWIFT,2,bill_payment,completed,inflow,"Hughes, Conner and Weaver",generate impactful info-mediaries
TXN00074607,2025-11-30 20:55:18,merchant_settlement,85499.03,EUR,ACC010,SWIFT,2,salary,completed,outflow,"Carlson, Cox and Jenkins",matrix strategic deliverables
TXN00036271,2025-11-30 21:05:18,partner_payment,29.23,GBP,ACC013,ACH,1,cashback,completed,outflow,Harris-Fry,strategize synergistic initiatives
TXN00056287,2025-11-30 21:24:18,cashback_payout,99.43,USD,ACC010,CARD_CLEARING,5,client_transfer,completed,outflow,Sparks Ltd,exploit vertical e-markets
TXN00040312,2025-11-30 21:39:18,card_payment,84.73,EUR,ACC017,CARD_CLEARING,3,client_transfer,completed,outflow,Hoffman and Sons,mesh plug-and-play channels
TXN00020083,2025-11-30 21:59:18,cashback_payout,161.64,KZT,ACC001,ACH,1,merchant_payment,completed,outflow,Harper-Ochoa,cultivate revolutionary content
TXN00013631,2025-11-30 22:19:18,deposit,1228.55,GBP,ACC014,ACH,1,salary,completed,inflow,"Stone, Wright and Gardner",target open-source content
TXN00082730,2025-11-30 22:54:18,deposit,3053.19,EUR,ACC017,INSTANT,0,client_transfer,completed,inflow,"Evans, Love and Jennings",visualize plug-and-play bandwidth
TXN00055504,2025-11-30 23:00:18,cashback_payout,421.46,USD,ACC007,ACH,1,bill_payment,completed,outflow,Walker-Romero,re-intermediate granular functionalities
TXN00008620,2025-11-30 23:08:18,transfer,2235.22,GBP,ACC014,CARD_CLEARING,3,partner_transfer,completed,inflow,Boyle and Sons,monetize visionary systems
TXN00064866,2025-11-30 23:08:18,partner_payment,20238.26,KZT,ACC011,SEPA,1,cashback,completed,outflow,Bowen-Pierce,seize magnetic experiences
TXN00011544,2025-12-01 02:01:18,card_payment,5830.78,GBP,ACC003,SEPA,1,merchant_payment,completed,outflow,"Palmer, Fletcher and Smith",generate e-business e-services
TXN00010721,2025-12-01 02:33:18,deposit,29.2,GBP,ACC016,CARD_CLEARING,4,salary,completed,inflow,Smith-Williams,visualize proactive experiences
TXN00078188,2025-12-01 02:42:18,card_payment,24805.9,KZT,ACC006,CARD_CLEARING,5,partner_transfer,completed,outflow,"Hall, Wilson and Fuller",reinvent front-end relationships
TXN00024002,2025-12-01 02:55:18,merchant_settlement,98062.24,USD,ACC002,CARD_CLEARING,4,cashback,completed,outflow,Rogers-Glenn,strategize mission-critical partnerships
TXN00097628,2025-12-01 03:11:18,cashback_payout,177.21,KZT,ACC012,SEPA,1,partner_transfer,completed,outflow,Williams-Moore,utilize best-of-breed architectures
TXN00011479,2025-12-01 03:47:18,deposit,23.58,EUR,ACC004,SEPA,1,cashback,completed,inflow,Bishop-Franklin,facilitate seamless e-tailers
TXN00054972,2025-12-01 03:52:18,deposit,1689.34,KZT,ACC019,SEPA,1,salary,completed,inflow,Scott PLC,incentivize end-to-end channels
TXN00041820,2025-12-01 04:01:18,card_payment,613.05,KZT,ACC002,INSTANT,0,bill_payment,processing,outflow,Hall Inc,implement dynamic initiatives
TXN00081185,2025-12-01 04:33:18,cashback_payout,174.94,USD,ACC015,ACH,1,client_transfer,completed,outflow,Anderson and Sons,expedite dynamic functionalities
TXN00046593,2025-12-01 05:01:18,transfer,3606.65,EUR,ACC018,SEPA,1,merchant_payment,completed,inflow,Rivera-Murphy,engineer frictionless e-tailers
TXN00050794,2025-12-01 05:10:18,card_payment,198.02,KZT,ACC002,CARD_CLEARING,4,partner_transfer,completed,outflow,Bowman and Sons,deploy dot-com e-commerce
TXN00008994,2025-12-01 05:17:18,transfer,57.23,GBP,ACC001,INSTANT,0,salary,completed,inflow,Thompson-Barrett,streamline 24/7 relationships
TXN00088798,2025-12-01 05:27:18,deposit,555.91,KZT,ACC014,SWIFT,2,merchant_payment,completed,inflow,"Gregory, Evans and Garcia",engage visionary deliverables
TXN00047839,2025-12-01 05:35:18,merchant_settlement,78405.37,GBP,ACC002,ACH,1,cashback,completed,outflow,Lynch-Jenkins,empower compelling mindshare
TXN00089404,2025-12-01 05:40:18,deposit,1448.0,EUR,ACC015,SEPA,1,salary,completed,inflow,"Peterson, Garza and Parsons",implement best-of-breed e-commerce
TXN00060311,2025-12-01 06:05:18,cashback_payout,127.55,KZT,ACC010,INSTANT,0,cashback,pending,outflow,Gamble PLC,repurpose strategic web-readiness
TXN00063100,2025-12-01 06:14:18,transfer,778.88,EUR,ACC016,SEPA,1,merchant_payment,completed,inflow,Wu-Mcintosh,brand clicks-and-mortar methodologies
TXN00041403,2025-12-01 06:15:18,card_payment,1271.35,EUR,ACC002,SWIFT,2,client_transfer,completed,outflow,"Johnson, Gilbert and Thomas",morph holistic action-items
TXN00038226,2025-12-01 06:20:18,transfer,745.44,KZT,ACC016,ACH,1,cashback,processing,inflow,Mcgee-Lewis,unleash world-class mindshare
TXN00039212,2025-12-01 06:25:18,card_payment,5860.03,GBP,ACC005,ACH,1,salary,completed,outflow,Phillips-Preston,seize vertical users
TXN00052717,2025-12-01 06:26:18,withdrawal,23.39,GBP,ACC015,INSTANT,0,merchant_payment,processing,outflow,Williams Group,repurpose transparent supply-chains
TXN00079344,2025-12-01 06:27:18,withdrawal,156.41,GBP,ACC005,SEPA,1,merchant_payment,completed,outflow,Brown-Jenkins,syndicate B2C e-markets
TXN00097479,2025-12-01 06:40:18,merchant_settlement,63099.91,USD,ACC010,ACH,1,client_transfer,pending,outflow,"Johnson, Gregory and Stein",revolutionize web-enabled architectures
TXN00067248,2025-12-01 06:49:18,withdrawal,1502.25,GBP,ACC005,INSTANT,0,partner_transfer,completed,outflow,Gonzalez-Livingston,leverage web-enabled web-readiness
TXN00089276,2025-12-01 06:51:18,transfer,83.37,GBP,ACC002,INSTANT,0,client_transfer,completed,inflow,"Parker, Ward and Gilbert",brand transparent niches
TXN00015407,2025-12-01 06:58:18,partner_payment,1915.75,KZT,ACC001,ACH,1,merchant_payment,completed,outflow,Reyes Group,enable dot-com eyeballs
TXN00072454,2025-12-01 07:09:18,merchant_settlement,53647.33,KZT,ACC011,SEPA,1,merchant_payment,completed,outflow,Schultz and Sons,monetize dot-com vortals
TXN00014527,2025-12-01 07:12:18,deposit,263.15,USD,ACC010,SWIFT,2,salary,completed,inflow,Horn Ltd,brand revolutionary interfaces
TXN00071699,2025-12-01 07:17:18,merchant_settlement,68339.14,USD,ACC018,SEPA,1,salary,completed,outflow,Martinez-Mccall,orchestrate sticky bandwidth
TXN00008916,2025-12-01 07:23:18,deposit,321.59,GBP,ACC011,INSTANT,0,client_transfer,completed,inflow,"Murphy, Knight and Alvarado",iterate open-source e-services
TXN00056394,2025-12-01 07:25:18,merchant_settlement,66777.54,EUR,ACC012,INSTANT,0,cashback,completed,outflow,"Wood, Ochoa and Harrell",integrate killer web services
TXN00013996,2025-12-01 07:30:18,transfer,8.36,GBP,ACC013,SWIFT,3,client_transfer,completed,inflow,"Davis, Gill and Wallace",e-enable intuitive eyeballs
TXN00027022,2025-12-01 07:49:18,deposit,585.65,USD,ACC009,ACH,1,salary,completed,inflow,"Brown, Clark and Anderson",benchmark customized e-tailers
TXN00062774,2025-12-01 07:50:18,cashback_payout,179.14,USD,ACC015,SEPA,1,client_transfer,completed,outflow,"Cooper, Perez and Pitts",transform open-source platforms
TXN00029720,2025-12-01 07:50:18,card_payment,4002.12,GBP,ACC016,CARD_CLEARING,4,merchant_payment,completed,outflow,"Valdez, Williams and Sanders",deploy killer eyeballs
TXN00028884,2025-12-01 07:52:18,transfer,1932.53,KZT,ACC011,CARD_CLEARING,3,cashback,completed,inflow,Combs-Mcgee,leverage clicks-and-mortar eyeballs
TXN00024878,2025-12-01 07:58:18,transfer,32.61,GBP,ACC010,ACH,1,bill_payment,completed,inflow,Jordan and Sons,engage one-to-one relationships
TXN00001519,2025-12-01 08:05:18,card_payment,252.64,GBP,ACC002,ACH,1,partner_transfer,completed,outflow,Wilson-Williams,enable rich niches
TXN00017269,2025-12-01 08:06:18,transfer,605.19,USD,ACC009,ACH,1,partner_transfer,processing,inflow,Reynolds LLC,mesh out-of-the-box supply-chains
TXN00075946,2025-12-01 08:12:18,partner_payment,128.69,GBP,ACC014,SWIFT,2,bill_payment,pending,outflow,Valenzuela-Alvarez,synergize web-enabled niches
TXN00004441,2025-12-01 08:13:18,merchant_settlement,83862.67,EUR,ACC006,CARD_CLEARING,3,bill_payment,completed,outflow,Massey and Sons,syndicate holistic ROI
TXN00012872,2025-12-01 08:18:18,deposit,234.85,GBP,ACC020,CARD_CLEARING,5,salary,completed,inflow,"Mitchell, Ortiz and Hall",seize back-end systems
TXN00065838,2025-12-01 08:20:18,merchant_settlement,54823.9,EUR,ACC012,ACH,1,cashback,completed,outflow,"Green, Martinez and Lopez",integrate impactful deliverables
TXN00074075,2025-12-01 08:23:18,withdrawal,7486.87,EUR,ACC020,ACH,1,cashback,completed,outflow,"Lee, Chambers and Robinson",incentivize cross-media functionalities
TXN00045430,2025-12-01 08:30:18,transfer,1442.41,KZT,ACC016,CARD_CLEARING,5,partner_transfer,completed,inflow,Davis-Nguyen,extend seamless methodologies
TXN00093833,2025-12-01 08:38:18,withdrawal,415.9,EUR,ACC015,SEPA,1,cashback,completed,outflow,"Nelson, Miles and Morgan",empower killer networks
TXN00018752,2025-12-01 08:40:18,cashback_payout,489.8,USD,ACC004,ACH,1,partner_transfer,completed,outflow,Hendricks Ltd,unleash enterprise schemas
TXN00033436,2025-12-01 08:40:18,transfer,171.89,KZT,ACC015,SWIFT,2,merchant_payment,completed,inflow,Lee-Rowe,transform intuitive e-services
TXN00033334,2025-12-01 08:41:18,cashback_payout,409.23,KZT,ACC020,ACH,1,merchant_payment,completed,outflow,Watkins-Leonard,deliver magnetic applications
TXN00039149,2025-12-01 08:41:18,card_payment,4513.85,USD,ACC009,SWIFT,3,client_transfer,completed,outflow,Martinez-Doyle,integrate frictionless e-markets
TXN00029708,2025-12-01 08:42:18,merchant_settlement,15208.48,EUR,ACC018,INSTANT,0,cashback,completed,outflow,Dawson Ltd,productize dot-com architectures
TXN00047886,2025-12-01 08:45:18,deposit,5118.1,USD,ACC005,SEPA,1,bill_payment,completed,inflow,Davis-Howard,embrace holistic methodologies
TXN00093707,2025-12-01 08:47:18,transfer,274.92,EUR,ACC007,INSTANT,0,salary,completed,inflow,Martinez LLC,synergize back-end relationships
TXN00088485,2025-12-01 08:47:18,deposit,206.74,KZT,ACC009,SEPA,1,partner_transfer,completed,inflow,Frederick-Mcpherson,implement interactive systems
TXN00086045,2025-12-01 08:49:18,merchant_settlement,92353.75,USD,ACC014,SEPA,1,partner_transfer,completed,outflow,Ortiz-Medina,strategize killer mindshare
TXN00087940,2025-12-01 08:50:18,partner_payment,6350.71,GBP,ACC010,SWIFT,2,salary,completed,outflow,Blankenship-Pearson,implement distributed applications
TXN00034213,2025-12-01 08:57:18,card_payment,10.9,KZT,ACC020,CARD_CLEARING,3,cashback,processing,outflow,Johnston-Hall,scale customized supply-chains
TXN00042598,2025-12-01 08:59:18,deposit,624.1,GBP,ACC006,INSTANT,0,salary,completed,inflow,Gardner Group,drive strategic vortals
TXN00005248,2025-12-01 09:02:18,withdrawal,1029.76,KZT,ACC020,SEPA,1,merchant_payment,completed,outflow,Dalton-Nunez,deliver strategic platforms
TXN00082775,2025-12-01 09:04:18,withdrawal,6.18,KZT,ACC012,SEPA,1,client_transfer,completed,outflow,Cruz Ltd,syndicate 24/7 portals
TXN00061494,2025-12-01 09:04:18,cashback_payout,357.73,KZT,ACC017,INSTANT,0,client_transfer,completed,outflow,Ward Ltd,benchmark viral web services
TXN00096389,2025-12-01 09:05:18,transfer,174.21,KZT,ACC003,CARD_CLEARING,5,merchant_payment,completed,inflow,Porter Group,synthesize real-time content
TXN00015584,2025-12-01 09:05:18,partner_payment,158.93,EUR,ACC010,SEPA,1,salary,completed,outflow,White LLC,e-enable cross-media technologies
TXN00054767,2025-12-01 09:06:18,merchant_settlement,7689.68,GBP,ACC011,ACH,1,partner_transfer,completed,outflow,Nicholson and Sons,re-contextualize virtual functionalities
TXN00093823,2025-12-01 09:06:18,cashback_payout,73.44,GBP,ACC012,SWIFT,2,merchant_payment,completed,outflow,"Andrews, Thompson and Vaughn",re-contextualize next-generation infrastructures
TXN00033221,2025-12-01 09:09:18,partner_payment,1692.82,KZT,ACC020,ACH,1,salary,completed,outflow,"Smith, Anderson and Cooper",e-enable virtual e-business
TXN00066647,2025-12-01 09:11:18,deposit,173.75,KZT,ACC003,SWIFT,2,salary,completed,inflow,Franklin-Cooper,re-contextualize robust action-items
TXN00069165,2025-12-01 09:13:18,cashback_payout,475.9,USD,ACC016,SEPA,1,merchant_payment,processing,outflow,Doyle-Chung,target front-end metrics
TXN00055237,2025-12-01 09:15:18,deposit,35.89,EUR,ACC008,SEPA,1,client_transfer,completed,inflow,"York, Newman and Jordan",maximize collaborative functionalities
TXN00094275,2025-12-01 09:17:18,card_payment,95.6,GBP,ACC004,INSTANT,0,cashback,completed,outflow,Gray and Sons,architect clicks-and-mortar e-business
TXN00023247,2025-12-01 09:17:18,withdrawal,44.73,GBP,ACC019,ACH,1,cashback,completed,outflow,"Weaver, Carlson and Peterson",brand global supply-chains
TXN00070778,2025-12-01 09:17:18,card_payment,5279.76,EUR,ACC015,ACH,1,partner_transfer,completed,outflow,"Johnson, Kaiser and Brown",monetize value-added supply-chains
TXN00056953,2025-12-01 09:18:18,cashback_payout,36.95,KZT,ACC020,SWIFT,2,bill_payment,completed,outflow,"Herrera, Brown and Duncan",morph web-enabled methodologies
TXN00048409,2025-12-01 09:20:18,card_payment,327.64,KZT,ACC004,ACH,1,partner_transfer,completed,outflow,Walters-Burton,deliver bleeding-edge content
TXN00040130,2025-12-01 09:20:18,merchant_settlement,8592.02,KZT,ACC004,SWIFT,2,partner_transfer,completed,outflow,Bentley Ltd,streamline transparent e-markets
TXN00098517,2025-12-01 09:23:18,deposit,140.13,KZT,ACC017,INSTANT,0,merchant_payment,completed,inflow,"Moreno, Myers and Thomas",harness viral models
TXN00021339,2025-12-01 09:26:18,card_payment,118.46,USD,ACC016,INSTANT,0,merchant_payment,completed,outflow,Sosa-Rodriguez,whiteboard open-source solutions
TXN00040763,2025-12-01 09:26:18,deposit,582.89,USD,ACC010,CARD_CLEARING,3,salary,completed,inflow,"Porter, Wilson and Ryan",embrace world-class channels
TXN00004387,2025-12-01 09:27:18,card_payment,451.91,GBP,ACC003,INSTANT,0,merchant_payment,pending,outflow,Gomez and Sons,syndicate collaborative solutions
TXN00071125,2025-12-01 09:32:18,deposit,244.88,GBP,ACC013,CARD_CLEARING,5,cashback,completed,inflow,"Larson, Mitchell and Patterson",revolutionize strategic channels
TXN00043338,2025-12-01 09:32:18,transfer,338.74,KZT,ACC004,SEPA,1,bill_payment,processing,inflow,Newton-Dixon,re-contextualize cross-media experiences
TXN00089813,2025-12-01 09:33:18,partner_payment,3258.32,EUR,ACC004,SWIFT,2,merchant_payment,completed,outflow,Foster Inc,implement value-added vortals
TXN00050958,2025-12-01 09:37:18,deposit,103.09,EUR,ACC016,ACH,1,partner_transfer,completed,inflow,"Arellano, Hoffman and Wilson",extend leading-edge architectures
TXN00069808,2025-12-01 09:39:18,merchant_settlement,25319.35,USD,ACC007,ACH,1,client_transfer,completed,outflow,"Peterson, Garcia and Jackson",transition cross-media action-items
TXN00093529,2025-12-01 09:39:18,withdrawal,640.73,KZT,ACC001,SEPA,1,merchant_payment,completed,outflow,Lawson Inc,implement end-to-end e-tailers
TXN00062559,2025-12-01 09:41:18,partner_payment,374.43,USD,ACC013,SWIFT,3,salary,completed,outflow,"Stevens, Johnson and Banks",e-enable compelling e-tailers
TXN00080607,2025-12-01 09:41:18,partner_payment,66.87,GBP,ACC017,INSTANT,0,partner_transfer,pending,outflow,"Turner, Jackson and Fox",embrace back-end relationships
TXN00034920,2025-12-01 09:42:18,merchant_settlement,28741.17,USD,ACC010,SWIFT,3,bill_payment,completed,outflow,Nguyen-Allen,aggregate interactive web-readiness
TXN00043008,2025-12-01 09:45:18,transfer,654.33,GBP,ACC012,INSTANT,0,client_transfer,completed,inflow,"Kim, Russell and Stafford",target front-end applications
TXN00004339,2025-12-01 09:45:18,card_payment,9549.4,EUR,ACC019,INSTANT,0,cashback,completed,outflow,Howard-Garcia,enhance clicks-and-mortar schemas
TXN00045892,2025-12-01 09:45:18,card_payment,576.37,GBP,ACC006,INSTANT,0,salary,completed,outflow,Valdez-Stevens,exploit rich models
TXN00012358,2025-12-01 09:49:18,card_payment,282.26,KZT,ACC004,CARD_CLEARING,3,merchant_payment,completed,outflow,Banks-Hale,incubate transparent portals
TXN00038916,2025-12-01 09:50:18,withdrawal,2845.43,GBP,ACC014,SEPA,1,salary,completed,outflow,Smith-Harper,generate wireless markets
TXN00022413,2025-12-01 09:51:18,deposit,732.04,EUR,ACC007,SWIFT,3,salary,completed,inflow,Morris-Anderson,matrix front-end users
TXN00078104,2025-12-01 09:56:18,card_payment,1745.74,USD,ACC001,INSTANT,0,cashback,completed,outflow,Harris-Thompson,productize efficient metrics
TXN00070959,2025-12-01 09:56:18,transfer,513.74,KZT,ACC006,CARD_CLEARING,4,cashback,completed,inflow,"Mcdonald, Pugh and Jordan",innovate dynamic bandwidth
TXN00094121,2025-12-01 09:58:18,withdrawal,716.81,KZT,ACC004,SEPA,1,bill_payment,completed,outflow,"Heath, Robles and Green",optimize wireless paradigms
TXN00091375,2025-12-01 10:00:18,withdrawal,3724.03,EUR,ACC015,INSTANT,0,client_transfer,completed,outflow,"Lester, Frank and Horton",unleash plug-and-play web-readiness
TXN00075407,2025-12-01 10:02:18,merchant_settlement,38080.72,EUR,ACC009,SEPA,1,partner_transfer,completed,outflow,Johnson-Bell,empower next-generation partnerships
TXN00035198,2025-12-01 10:03:18,transfer,910.57,KZT,ACC019,SEPA,1,client_transfer,completed,inflow,Kent LLC,strategize best-of-breed relationships
TXN00069858,2025-12-01 10:04:18,cashback_payout,424.49,USD,ACC001,SEPA,1,partner_transfer,completed,outflow,Curry Group,expedite plug-and-play networks
TXN00022610,2025-12-01 10:04:18,transfer,365.61,USD,ACC012,INSTANT,0,salary,completed,inflow,Lambert PLC,synergize vertical architectures
TXN00000042,2025-12-01 10:05:18,withdrawal,217.36,GBP,ACC014,CARD_CLEARING,4,partner_transfer,completed,outflow,Herrera and Sons,brand viral niches
TXN00008911,2025-12-01 10:07:18,transfer,207.25,GBP,ACC009,CARD_CLEARING,5,merchant_payment,pending,inflow,Odonnell Inc,innovate extensible eyeballs
